Data_Set,Chain,Step,b,R_0,omega,rho,sigma
0,4,300400,0.00840111,2.82865,0.00590147,0.0780754,0.0251272
0,0,300450,0.00819013,2.98632,0.0255832,0.230082,0.0363533
0,1,300450,0.00697397,2.73513,0.00110068,0.126904,0.113793
0,2,300450,0.00736394,2.92528,0.0200046,0.349396,0.0507893
0,3,300450,0.00623572,2.89121,0.000687823,0.0492135,0.0798395
0,4,300450,0.00806527,2.90957,0.0055079,0.0667438,0.0483132
0,0,300500,0.00720293,3.05299,0.0367684,0.253978,0.0129948
0,1,300500,0.00579194,3.0281,0.00960226,0.124234,0.0878165
0,2,300500,0.00461666,4.21564,0.0358141,0.355542,0.0632975
0,3,300500,0.00700509,3.42646,0.00145777,0.0222612,0.0285158
0,4,300500,0.00953319,2.42471,0.00153994,0.0867439,0.0423655
0,0,300550,0.00604458,3.69275,0.0230492,0.264513,0.115674
0,1,300550,0.00605894,3.31582,0.00947662,0.152393,0.0603837
0,2,300550,0.00432004,4.75786,0.0208946,0.329573,0.0477483
0,3,300550,0.00770454,2.81191,0.00331492,0.0464029,0.144751
0,4,300550,0.00944376,2.50172,0.0102814,0.103407,0.00739581
0,0,300600,0.00837333,2.81582,0.00924173,0.186787,0.171236
0,1,300600,0.00605894,3.31582,0.00947662,0.152393,0.0603837
0,2,300600,0.00495463,3.64697,0.0524542,0.347096,0.0540387
0,3,300600,0.00770454,2.81191,0.00331492,0.0464029,0.144751
0,4,300600,0.00999964,2.21671,0.00440978,0.0522575,0.0261043
0,0,300650,0.0071926,3.64339,0.0154989,0.13929,0.253393
0,1,300650,0.00607636,3.45181,0.021164,0.228923,0.0219296
0,2,300650,0.00775967,3.01206,0.0194603,0.283304,0.163299
0,3,300650,0.00926783,2.89753,0.00390545,0.0635652,0.103741
0,4,300650,0.00904646,2.19364,0.00105632,0.090337,0.0160919
0,0,300700,0.00520017,3.61788,0.00959752,0.106942,0.0243612
0,1,300700,0.00691769,3.30864,0.0176528,0.213225,0.0322077
0,2,300700,0.0074944,2.90911,0.00303497,0.172375,0.252925
0,3,300700,0.00745238,3.10896,0.00460569,0.0865102,0.0502174
0,4,300700,0.00769586,2.68929,0.00748109,0.0850441,0.05686
0,0,300750,0.0069282,3.80763,0.010172,0.0542583,0.00617795
0,1,300750,0.00811743,2.74925,0.0189805,0.203035,0.0133107
0,2,300750,0.00742654,4.17556,0.0248408,0.0881636,0.0519907
0,3,300750,0.00745238,3.10896,0.00460569,0.0865102,0.0502174
0,4,300750,0.00743166,2.5944,0.00488531,0.079401,0.0475608
0,0,300800,0.0069282,3.80763,0.010172,0.0542583,0.00617795
0,1,300800,0.00811743,2.74925,0.0189805,0.203035,0.0133107
0,2,300800,0.00717599,3.02112,0.00603314,0.063562,0.0404262
0,3,300800,0.00691525,3.36952,0.00443476,0.0481603,0.0706658
0,4,300800,0.00743166,2.5944,0.00488531,0.079401,0.0475608
0,0,300850,0.00628652,3.30459,0.00431265,0.0227097,0.0104299
0,1,300850,0.00529048,3.81193,0.00305466,0.118196,0.152618
0,2,300850,0.00717599,3.02112,0.00603314,0.063562,0.0404262
0,3,300850,0.00585743,3.37915,0.00233373,0.0784005,0.0436534
0,4,300850,0.00730845,2.85289,0.0280681,0.218356,0.00977246
0,0,300900,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,300900,0.00593978,4.63595,0.0109528,0.0770902,0.00746395
0,2,300900,0.00722984,3.58376,0.00405386,0.0411254,0.256
0,3,300900,0.00585743,3.37915,0.00233373,0.0784005,0.0436534
0,4,300900,0.00620817,3.20708,0.0189577,0.252978,0.118715
0,0,300950,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,300950,0.00489224,3.85456,0.00136184,0.0931943,0.215054
0,2,300950,0.00722984,3.58376,0.00405386,0.0411254,0.256
0,3,300950,0.0073276,3.08988,0.0089223,0.0879369,0.25834
0,4,300950,0.00620817,3.20708,0.0189577,0.252978,0.118715
0,0,301000,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301000,0.00497807,4.24994,0.016505,0.087656,0.0757658
0,2,301000,0.0079023,2.83047,0.00614623,0.0991872,0.0260883
0,3,301000,0.00733879,3.28837,0.0262682,0.113905,0.0147162
0,4,301000,0.0100786,2.2531,0.00815357,0.310206,0.149169
0,0,301050,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301050,0.00555187,4.15711,0.00939275,0.114383,0.126983
0,2,301050,0.0079023,2.83047,0.00614623,0.0991872,0.0260883
0,3,301050,0.00663059,3.48364,0.00331172,0.0546436,0.0595761
0,4,301050,0.0100867,2.45858,0.0325061,0.274847,0.10516
0,0,301100,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301100,0.00722986,3.05483,0.0144147,0.155255,0.0380446
0,2,301100,0.00825129,2.47999,0.00303573,0.127498,0.0396004
0,3,301100,0.00588274,3.92893,0.00518749,0.10409,0.119822
0,4,301100,0.0105653,3.02909,0.0184133,0.24433,0.066553
0,0,301150,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301150,0.00742093,2.95894,0.0108137,0.137588,0.0290602
0,2,301150,0.00745748,2.96022,0.00903641,0.110398,0.0990229
0,3,301150,0.00756841,3.55187,0.0154863,0.117679,0.036707
0,4,301150,0.00792233,2.99348,0.00778715,0.297665,0.0277454
0,0,301200,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301200,0.00742093,2.95894,0.0108137,0.137588,0.0290602
0,2,301200,0.00584241,2.95342,0.00295924,0.103833,0.0397397
0,3,301200,0.0115165,2.19747,0.0106449,0.111858,0.0676176
0,4,301200,0.00609023,3.5561,0.0316152,0.438744,0.141228
0,0,301250,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301250,0.0078473,2.53598,0.00111538,0.0285287,0.207631
0,2,301250,0.00584241,2.95342,0.00295924,0.103833,0.0397397
0,3,301250,0.0115165,2.19747,0.0106449,0.111858,0.0676176
0,4,301250,0.0064487,3.04604,0.00462433,0.383712,0.0145674
0,0,301300,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301300,0.00844072,2.44603,0.00198544,0.105479,0.00678705
0,2,301300,0.00584241,2.95342,0.00295924,0.103833,0.0397397
0,3,301300,0.0116923,2.22443,0.00385211,0.120381,0.205737
0,4,301300,0.00562015,3.51458,0.0333443,0.347157,0.0742745
0,0,301350,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301350,0.00893561,2.74189,0.00827136,0.0525362,0.0122693
0,2,301350,0.00536619,3.84925,0.0035799,0.0662635,0.0636813
0,3,301350,0.0116923,2.22443,0.00385211,0.120381,0.205737
0,4,301350,0.00844925,2.61866,0.00999623,0.334599,0.0103918
0,0,301400,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301400,0.00893561,2.74189,0.00827136,0.0525362,0.0122693
0,2,301400,0.00536619,3.84925,0.0035799,0.0662635,0.0636813
0,3,301400,0.00792706,3.18043,0.00683428,0.137631,0.181328
0,4,301400,0.0094671,2.4763,0.023251,0.343819,0.00588488
0,0,301450,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301450,0.00878174,3.0729,0.00936863,0.0747551,0.0333828
0,2,301450,0.00669791,2.99022,0.00757145,0.0931883,0.0722618
0,3,301450,0.00790768,3.13749,0.013937,0.120462,0.0602873
0,4,301450,0.0117766,2.42691,0.028865,0.332237,0.0255673
0,0,301500,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301500,0.00885017,2.70185,0.00489255,0.0535006,0.0746353
0,2,301500,0.00669791,2.99022,0.00757145,0.0931883,0.0722618
0,3,301500,0.00776827,2.87812,0.0139173,0.13717,0.171376
0,4,301500,0.0108518,2.4352,0.0260387,0.230943,0.0922356
0,0,301550,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301550,0.00885017,2.70185,0.00489255,0.0535006,0.0746353
0,2,301550,0.00618023,3.84441,0.011504,0.0917406,0.181625
0,3,301550,0.00754816,2.66912,0.0102099,0.139558,0.0289521
0,4,301550,0.00983908,2.12445,0.0146543,0.171674,0.00774168
0,0,301600,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301600,0.00885017,2.70185,0.00489255,0.0535006,0.0746353
0,2,301600,0.0073587,2.60027,0.0013267,0.0680352,0.125109
0,3,301600,0.00777068,2.40263,0.00753567,0.212997,0.0945441
0,4,301600,0.00816392,2.5671,0.0184753,0.230548,0.0913345
0,0,301650,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301650,0.00885017,2.70185,0.00489255,0.0535006,0.0746353
0,2,301650,0.00680956,3.42487,0.0147166,0.134471,0.0818408
0,3,301650,0.006996,3.51543,0.0158293,0.188041,0.0863468
0,4,301650,0.00837894,3.19815,0.0185188,0.202486,0.137636
0,0,301700,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301700,0.00789439,2.82968,0.00604011,0.0544456,0.151232
0,2,301700,0.00777632,2.67755,0.00186077,0.116252,0.0884516
0,3,301700,0.00684694,2.74474,0.00349922,0.0858378,0.118131
0,4,301700,0.00597849,3.52962,0.00990442,0.25487,0.197262
0,0,301750,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301750,0.00789439,2.82968,0.00604011,0.0544456,0.151232
0,2,301750,0.00777632,2.67755,0.00186077,0.116252,0.0884516
0,3,301750,0.00617721,3.14034,0.0012921,0.0304731,0.185643
0,4,301750,0.00632534,3.44406,0.0278018,0.332506,0.035135
0,0,301800,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301800,0.00855083,2.54052,0.00574518,0.0789095,0.090979
0,2,301800,0.00777632,2.67755,0.00186077,0.116252,0.0884516
0,3,301800,0.00617721,3.14034,0.0012921,0.0304731,0.185643
0,4,301800,0.00599938,3.32171,0.0205118,0.368483,0.00638979
0,0,301850,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301850,0.00771551,2.95006,0.00777396,0.0772051,0.0743184
0,2,301850,0.00731942,3.0029,0.00581613,0.105225,0.0520581
0,3,301850,0.00617721,3.14034,0.0012921,0.0304731,0.185643
0,4,301850,0.00557714,3.36211,0.0171943,0.338576,0.0542914
0,0,301900,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301900,0.00590594,3.2608,0.00404471,0.0741725,0.0964949
0,2,301900,0.00742788,3.15662,0.014839,0.0681501,0.0665917
0,3,301900,0.00617721,3.14034,0.0012921,0.0304731,0.185643
0,4,301900,0.00736447,2.86826,0.0056356,0.33422,0.198287
0,0,301950,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,301950,0.00593669,3.38396,0.00188531,0.0834217,0.153417
0,2,301950,0.00837546,2.49039,0.00112692,0.105405,0.0997459
0,3,301950,0.00727643,3.07198,0.00277262,0.0493538,0.142091
0,4,301950,0.00774299,2.72928,0.0387744,0.502494,0.0629786
0,0,302000,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,302000,0.00602721,3.66832,0.00283118,0.103455,0.0322785
0,2,302000,0.00976003,2.29116,0.0012129,0.080208,0.0407029
0,3,302000,0.00727643,3.07198,0.00277262,0.0493538,0.142091
0,4,302000,0.00582784,3.89449,0.0310574,0.365869,0.0722746
0,0,302050,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,302050,0.00749084,2.79274,0.00353152,0.105123,0.00978847
0,2,302050,0.00976003,2.29116,0.0012129,0.080208,0.0407029
0,3,302050,0.00727643,3.07198,0.00277262,0.0493538,0.142091
0,4,302050,0.0073576,3.52772,0.0169613,0.328255,0.131896
0,0,302100,0.00624069,3.08167,0.000882666,0.0117294,0.060278
0,1,302100,0.00749084,2.79274,0.00353152,0.105123,0.00978847
0,2,302100,0.0093367,2.92157,0.00407132,0.0382728,0.0341937
0,3,302100,0.00727643,3.07198,0.00277262,0.0493538,0.142091
0,4,302100,0.00934079,2.21065,0.0153021,0.26813,0.004884
0,0,302150,0.00540305,4.16753,0.00513825,0.0461053,0.0260085
0,1,302150,0.00749084,2.79274,0.00353152,0.105123,0.00978847
0,2,302150,0.0108394,2.17249,0.00121852,0.0255613,0.0928198
0,3,302150,0.00692954,3.27093,0.0178166,0.0820703,0.00113289
0,4,302150,0.00878335,3.25896,0.0145578,0.20486,0.116139
0,0,302200,0.00589648,3.5917,0.00297869,0.0866628,0.104568
0,1,302200,0.0078899,2.65839,0.00165413,0.0855487,0.175536
0,2,302200,0.00887992,2.60147,0.00627342,0.0677618,0.089583
0,3,302200,0.00586681,3.98778,0.00954878,0.0811831,0.198424
0,4,302200,0.00636918,3.24805,0.0226821,0.219186,0.178525
0,0,302250,0.00726643,2.90398,0.00704104,0.14315,0.00579369
0,1,302250,0.00664875,3.4222,0.0197754,0.201877,0.0653492
0,2,302250,0.00887992,2.60147,0.00627342,0.0677618,0.089583
0,3,302250,0.00588686,3.11028,0.00253465,0.0805805,0.125294
0,4,302250,0.00771366,3.28904,0.0154867,0.245463,0.0344506
0,0,302300,0.00752614,2.94057,0.00865146,0.126821,0.00201214
0,1,302300,0.0076723,3.07107,0.0100902,0.122974,0.0652038
0,2,302300,0.00887992,2.60147,0.00627342,0.0677618,0.089583
0,3,302300,0.00535278,4.20702,0.0140596,0.127665,0.061407
0,4,302300,0.00922783,2.99924,0.0291747,0.215674,0.00168389
0,0,302350,0.00752614,2.94057,0.00865146,0.126821,0.00201214
0,1,302350,0.00851071,2.65455,0.015335,0.212411,0.0664865
0,2,302350,0.0073284,3.20233,0.00505152,0.0615759,0.0359345
0,3,302350,0.00535278,4.20702,0.0140596,0.127665,0.061407
0,4,302350,0.00609707,3.70978,0.0132954,0.218822,0.285767
0,0,302400,0.00752614,2.94057,0.00865146,0.126821,0.00201214
0,1,302400,0.00704795,2.91625,0.0118141,0.167202,0.0911681
0,2,302400,0.00632313,3.38337,0.00614845,0.0483352,0.0443249
0,3,302400,0.00786872,3.09414,0.0134762,0.131506,0.102144
0,4,302400,0.00625197,2.92499,0.0182726,0.269178,0.0902032
0,0,302450,0.00748143,3.41079,0.0138957,0.175183,0.187518
0,1,302450,0.00546663,3.78565,0.0150758,0.124525,0.110254
0,2,302450,0.00632313,3.38337,0.00614845,0.0483352,0.0443249
0,3,302450,0.00678636,3.22888,0.0103416,0.155785,0.0407267
0,4,302450,0.00457555,4.47935,0.0115268,0.185164,0.0792935
0,0,302500,0.00875409,2.53628,0.00949385,0.177621,0.0973822
0,1,302500,0.00586461,4.8048,0.0185629,0.156402,0.153794
0,2,302500,0.00628841,3.93677,0.00326471,0.0334425,0.127956
0,3,302500,0.00678636,3.22888,0.0103416,0.155785,0.0407267
0,4,302500,0.0053559,4.06146,0.02027,0.199941,0.0645621
0,0,302550,0.00788412,3.17708,0.0143749,0.183623,0.135678
0,1,302550,0.00663684,3.58999,0.020695,0.144223,0.20123
0,2,302550,0.00628841,3.93677,0.00326471,0.0334425,0.127956
0,3,302550,0.00610748,3.40987,0.0133994,0.16105,0.160559
0,4,302550,0.00521644,4.09215,0.0198804,0.210433,0.119347
0,0,302600,0.00783582,2.90799,0.0150804,0.174189,0.128416
0,1,302600,0.00833538,2.87201,0.0220506,0.306181,0.212354
0,2,302600,0.00702934,3.22743,0.00564084,0.0539253,0.174093
0,3,302600,0.00595647,3.77131,0.0118987,0.133829,0.0874237
0,4,302600,0.00710327,3.32267,0.0157552,0.143674,0.112849
0,0,302650,0.00792506,2.80981,0.0079823,0.180564,0.152187
0,1,302650,0.00638648,3.41409,0.012817,0.335761,0.228681
0,2,302650,0.00548863,3.86771,0.0217514,0.125933,0.037746
0,3,302650,0.00709096,3.07153,0.0257343,0.182018,0.0179101
0,4,302650,0.00593327,3.89817,0.0169098,0.120987,0.115068
0,0,302700,0.00792506,2.80981,0.0079823,0.180564,0.152187
0,1,302700,0.00744,2.91683,0.0109937,0.374611,0.238661
0,2,302700,0.00876612,2.43635,0.00221624,0.104425,0.125838
0,3,302700,0.00677138,3.80927,0.0242351,0.19638,0.0162817
0,4,302700,0.00525628,3.58525,0.00806655,0.192199,0.205446
0,0,302750,0.00822771,2.60813,0.00819996,0.181515,0.256728
0,1,302750,0.00513016,3.86345,0.0258497,0.374428,0.111166
0,2,302750,0.00876612,2.43635,0.00221624,0.104425,0.125838
0,3,302750,0.00776679,2.92467,0.00643755,0.267136,0.176958
0,4,302750,0.00618156,3.43212,0.0242424,0.277438,0.0286521
0,0,302800,0.00766261,3.35192,0.0280396,0.20713,0.149628
0,1,302800,0.00543333,4.00532,0.0388881,0.258604,0.131859
0,2,302800,0.00704914,3.01913,0.0100572,0.148415,0.0996223
0,3,302800,0.0105874,2.43437,0.00592801,0.429393,0.142798
0,4,302800,0.00740432,3.01455,0.0119229,0.259694,0.0806986
0,0,302850,0.00691586,3.32392,0.019778,0.237196,0.120051
0,1,302850,0.00589554,3.41948,0.0298491,0.325777,0.109394
0,2,302850,0.00744157,3.67687,0.0130317,0.171321,0.254199
0,3,302850,0.0103971,2.22791,0.0171645,0.289086,0.165726
0,4,302850,0.00817612,3.10455,0.0183501,0.25303,0.0758753
0,0,302900,0.00791108,2.95382,0.0116832,0.226704,0.101063
0,1,302900,0.0062547,3.18692,0.034282,0.270717,0.113126
0,2,302900,0.0055292,3.37505,0.0180054,0.172604,0.0115817
0,3,302900,0.00879943,3.14961,0.0598485,0.339775,0.0648729
0,4,302900,0.00720731,2.80046,0.0188815,0.257879,0.0508359
0,0,302950,0.00751485,3.06028,0.0149516,0.221717,0.0117173
0,1,302950,0.00419448,4.38977,0.0121387,0.210438,0.164901
0,2,302950,0.007071,3.11424,0.0113005,0.201874,0.00277216
0,3,302950,0.00653986,3.74947,0.0292021,0.29812,0.189619
0,4,302950,0.0054475,3.02298,0.0103777,0.16743,0.0772089
0,0,303000,0.00786988,3.22005,0.0286416,0.173508,0.0626249
0,1,303000,0.00914447,2.78393,0.00845991,0.151408,0.065822
0,2,303000,0.00797732,4.30383,0.0264155,0.177587,0.0568934
0,3,303000,0.00476931,4.85825,0.0196929,0.179574,0.0790301
0,4,303000,0.00795352,2.79165,0.00856754,0.184615,0.0545394
0,0,303050,0.00858838,2.68403,0.0070837,0.136607,0.0818014
0,1,303050,0.00845398,2.89582,0.0208993,0.17592,0.0115581
0,2,303050,0.00535641,3.94197,0.0185519,0.171337,0.068385
0,3,303050,0.00754329,3.74673,0.0273772,0.27883,0.085703
0,4,303050,0.00876825,2.86136,0.0274417,0.173639,0.0814698
0,0,303100,0.00858838,2.68403,0.0070837,0.136607,0.0818014
0,1,303100,0.00712795,2.48798,0.00427371,0.224498,0.0590924
0,2,303100,0.00535641,3.94197,0.0185519,0.171337,0.068385
0,3,303100,0.00491569,4.25536,0.0398643,0.225775,0.0297583
0,4,303100,0.00561767,4.26922,0.0220725,0.156772,0.157474
0,0,303150,0.00858838,2.68403,0.0070837,0.136607,0.0818014
0,1,303150,0.00967121,2.37636,0.00711007,0.177562,0.103755
0,2,303150,0.00563616,4.47673,0.0202048,0.140266,0.175489
0,3,303150,0.00635236,3.3876,0.0135982,0.199188,0.0053706
0,4,303150,0.00686097,3.34045,0.0111492,0.144333,0.168726
0,0,303200,0.005199,3.15932,0.000598985,0.0642857,0.0581616
0,1,303200,0.0104386,2.38804,0.00442534,0.156665,0.0823963
0,2,303200,0.00693177,2.54525,0.00258549,0.114516,0.143355
0,3,303200,0.00582244,4.2815,0.0232766,0.176032,0.202058
0,4,303200,0.00686097,3.34045,0.0111492,0.144333,0.168726
0,0,303250,0.005199,3.15932,0.000598985,0.0642857,0.0581616
0,1,303250,0.0104386,2.38804,0.00442534,0.156665,0.0823963
0,2,303250,0.00816626,3.51126,0.0172123,0.129968,0.261543
0,3,303250,0.00652492,3.00785,0.00308073,0.147216,0.178472
0,4,303250,0.00830898,2.83084,0.0112595,0.0964118,0.0127021
0,0,303300,0.00513714,4.2307,0.0121027,0.0642575,0.0108191
0,1,303300,0.0114895,2.83604,0.0229597,0.126908,0.0626496
0,2,303300,0.00502018,4.19697,0.00858949,0.165979,0.170649
0,3,303300,0.00729377,3.50747,0.0248422,0.195964,0.143612
0,4,303300,0.00830898,2.83084,0.0112595,0.0964118,0.0127021
0,0,303350,0.00557253,3.53582,0.00559297,0.0857978,0.00267669
0,1,303350,0.0122624,2.02032,0.000451777,0.118809,0.118103
0,2,303350,0.00722282,3.26971,0.0100268,0.150281,0.133232
0,3,303350,0.00827925,2.63152,0.0287977,0.314833,0.00237087
0,4,303350,0.00686773,3.28506,0.00634171,0.0981365,0.161015
0,0,303400,0.00689266,3.20982,0.0126776,0.112258,0.146958
0,1,303400,0.0128526,2.33498,0.018045,0.158234,0.0477081
0,2,303400,0.00861796,3.1063,0.0259061,0.159074,0.146515
0,3,303400,0.00721662,2.9504,0.0140984,0.203145,0.0454621
0,4,303400,0.00697242,3.25832,0.00446381,0.0636869,0.0799824
0,0,303450,0.00724594,3.20807,0.00292413,0.11648,0.0422016
0,1,303450,0.0112966,2.42455,0.0130809,0.129844,0.0414186
0,2,303450,0.00693833,2.96179,0.0123319,0.160963,0.307808
0,3,303450,0.00658013,3.42463,0.0189418,0.170899,0.0396992
0,4,303450,0.00697242,3.25832,0.00446381,0.0636869,0.0799824
0,0,303500,0.00701473,3.13087,0.00721309,0.136661,0.0228129
0,1,303500,0.0105551,2.41194,0.0227631,0.187038,0.0433125
0,2,303500,0.00724945,2.83546,0.0110465,0.145989,0.0197038
0,3,303500,0.00659367,3.23082,0.0110159,0.129982,0.135013
0,4,303500,0.00697242,3.25832,0.00446381,0.0636869,0.0799824
0,0,303550,0.00701473,3.13087,0.00721309,0.136661,0.0228129
0,1,303550,0.00993013,2.98335,0.0268813,0.164556,0.145279
0,2,303550,0.00724945,2.83546,0.0110465,0.145989,0.0197038
0,3,303550,0.00698563,3.54669,0.00782097,0.119853,0.148734
0,4,303550,0.00706228,3.39867,0.00843243,0.078838,0.0520083
0,0,303600,0.00598629,3.49779,0.00622619,0.129615,0.0161991
0,1,303600,0.0102884,2.45278,0.00512111,0.165748,0.184574
0,2,303600,0.0070382,2.95029,0.00829877,0.178051,0.00012932
0,3,303600,0.00540326,4.36243,0.0044265,0.0576675,0.175327
0,4,303600,0.00700688,3.1519,0.00275303,0.0909422,0.0304744
0,0,303650,0.00532612,4.31681,0.00180669,0.0438941,0.210843
0,1,303650,0.00945488,2.79639,0.0199568,0.163448,0.0739205
0,2,303650,0.0070382,2.95029,0.00829877,0.178051,0.00012932
0,3,303650,0.00540326,4.36243,0.0044265,0.0576675,0.175327
0,4,303650,0.00696227,2.81103,0.0080448,0.0727134,0.0171032
0,0,303700,0.00487892,4.44696,0.00216447,0.0347595,0.224862
0,1,303700,0.00945488,2.79639,0.0199568,0.163448,0.0739205
0,2,303700,0.00387375,5.72304,0.0176359,0.163554,0.168821
0,3,303700,0.00543989,3.43789,0.00694492,0.0551174,0.0835891
0,4,303700,0.00696227,2.81103,0.0080448,0.0727134,0.0171032
0,0,303750,0.0070771,3.03902,0.00719515,0.120124,0.0956098
0,1,303750,0.00913616,2.9528,0.0146177,0.143732,0.155062
0,2,303750,0.00471032,4.35031,0.0237821,0.2224,0.0911772
0,3,303750,0.00447845,4.28049,0.00423193,0.0577488,0.052109
0,4,303750,0.00738126,3.08618,0.00834685,0.0894827,0.0300791
0,0,303800,0.00577304,3.38491,0.00752308,0.0868553,0.0170931
0,1,303800,0.0100078,3.08017,0.0178125,0.100746,0.0808421
0,2,303800,0.0104261,2.46693,0.0103937,0.215671,0.113352
0,3,303800,0.0043387,4.48883,0.00126729,0.0623933,0.126686
0,4,303800,0.00641032,3.30609,0.00677187,0.128282,0.257457
0,0,303850,0.00627073,3.15944,0.00253666,0.0983789,0.072434
0,1,303850,0.00905632,2.24603,0.0084599,0.132158,0.10517
0,2,303850,0.00910224,2.71779,0.0153623,0.212802,0.16684
0,3,303850,0.00527368,4.37708,0.00402382,0.0458374,0.310365
0,4,303850,0.00641392,3.05479,0.00361547,0.144645,0.247947
0,0,303900,0.00627073,3.15944,0.00253666,0.0983789,0.072434
0,1,303900,0.00686676,2.90504,0.0116829,0.191028,0.0179224
0,2,303900,0.00708453,3.11975,0.0285875,0.208195,0.0900749
0,3,303900,0.00527865,4.13618,0.00237133,0.0268387,0.350765
0,4,303900,0.00760922,3.39032,0.0244274,0.125956,0.162315
0,0,303950,0.00676896,3.16122,0.00673051,0.0604837,0.0976827
0,1,303950,0.00686676,2.90504,0.0116829,0.191028,0.0179224
0,2,303950,0.00625389,3.78734,0.0143731,0.158128,0.171634
0,3,303950,0.00527865,4.13618,0.00237133,0.0268387,0.350765
0,4,303950,0.00988173,2.38648,0.0140953,0.125407,0.0320853
0,0,304000,0.00685568,3.33857,0.00506761,0.0437502,0.1972
0,1,304000,0.00686676,2.90504,0.0116829,0.191028,0.0179224
0,2,304000,0.00680051,3.36225,0.0134441,0.0967663,0.0586326
0,3,304000,0.00595421,3.46675,0.00462737,0.040794,0.214207
0,4,304000,0.0106307,2.37979,0.008299,0.198605,0.0077678
